FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
33023,New York Mills Fire Department,1 Maple ST,,,New York Mills,NY,13411,315-736-1453,,ONEIDA
55024,Newalla Fire Department,PO Box 269,,PO Box 269,Newalla,OK,74857-0269,405-343-7296,,OKLAHOMA
1070,Newark Fire Department,37101 Newark BLVD,,,Newark,CA,94560,510-790-7218,510-790-7281,ALAMEDA
XY309,Newark Fire Department,PO Box 478,,PO Box 478,Newark,TX,76071-0478,817-489-2331,817-489-1907,WISE
45025,Newark Fire Department,1140 Hollander ST,,,Newark,OH,43055-6043,740-349-6750,740-349-6679,LICKING
59011,Newark Fire Department,150 E Miller ST,,,Newark,NY,14513-1523,315-331-1451,315-331-1451,WAYNE
7140,Newark Fire Division,480 Clinton AVE,,,Newark,NJ,07108-1861,973-733-7424,973-733-7492,ESSEX
KC143,Newark Fire Protection District,PO Box 577,,PO Box 577,Newark,IL,60541-0577,815-695-5147,815-695-5125,KENDALL
5202,Newark Rural Fire Protection Inc.,PO Box 52,,PO Box 52,Newark,MO,63458-0052,660-341-1144,,KNOX
54006,Newark Valley Fire Department,PO Box 625,,PO Box 625,Newark Valley,NY,13811-0625,607-642-9555,607-642-8984,TIOGA
23005,Newark Volunteer Fire Department,PO Box 82,,PO Box 82,Newark,MD,21841-0082,410-632-3980,410-632-3980,WORCESTER
3423,"Newark Volunteer Fire Department, Inc.",2931 VT Route 5A,,,West Burke,VT,05871-8892,802-274-3194,,CALEDONIA
6206,Newaygo Fire Department,177 Cooperative Center DR,,,Newaygo,MI,49337-7987,231-652-7788,231-652-7077,NEWAYGO
256,Newberg Fire Department,414 E 2ND ST,,,Newberg,OR,97132-3006,503-537-1230,503-554-7750,YAMHILL
23141,Newbern Fire Department,PO Box 460,,PO Box 460,Newbern,TN,38059-0460,731-627-3221,,DYER
15505,Newbern Volunteer Fire Department,Wilderness Rd,PO Box 328,PO Box ,Newbern,VA,24126,540-674-8693,,PULASKI
36321,Newberry City Fire Department,PO Box 538,,PO Box 538,Newberry,SC,29108-0538,803-321-1030,803-321-1036,NEWBERRY
4801,Newberry Fire Department,307 E McMillan,,,Newberry,MI,49868,906-293-5681,906-293-8569,LUCE
11021,Newberry Fire Department,310 NW 250TH ST,,,Newberry,FL,32669-3404,352-472-2150,,ALACHUA
36165,Newberry Springs Fire Department,PO Box 206,,PO Box 206,Newberry Springs,CA,92365,760-257-3613,760-257-3076,SAN BERNARDINO
67031,Newberry Township Fire Department,2145 York Haven RD,,,Etters,PA,17319-9613,717-938-3801,717-932-4034,YORK
43190,Newbold Fire Department,PO Box 88,,PO Box 88,McNaughton,WI,54543-0088,715-362-7422,,ONEIDA
13429,NewBrook Fire & Rescue Department,PO Box 77,,PO Box 77,Newfane,VT,05345-0077,802-365-7590,802-365-7892,WINDHAM
66090,Newburg Fire Department,PO Box 140,,PO Box 140,Newburg,WI,53060-0140,262-675-6262,262-675-9390,WASHINGTON
5259,Newburg Rural Fire Department,1191 93RD ST NW,,,Westhope,ND,58793-9602,701-245-6202,,BOTTINEAU
8014,Newburg Volunteer Fire Department,PO Box 9,,PO Box 9,Newburg,MD,20664-0009,301-259-2105,301-259-4059,CHARLES
39107,Newburg Volunteer Fire Department,125 Chestnut Ridge HTS,,,Newburg,WV,26410-8500,304-290-5989,,PRESTON
21051,Newburg-Hopewell Volunteer Fire Company,106 N High  ST,PO Box 5,,Newburg,PA,17240,717-423-6313,717-423-6812,CUMBERLAND
36031,Newburgh Fire Department,PO Box 768,,PO Box 768,Newburgh,NY,12551-0768,845-562-1212,845-569-7435,ORANGE
18065,Newburgh Heights Fire Department,4071 E 49th ST,,,Newburgh Heights,OH,44105,216-641-2128,216-641-2121,CUYAHOGA
J3560,Newburgh Volunteer Fire Department,2452 Carmel RD N,,,Newburgh,ME,4444,207-234-4153,,PENOBSCOT
87006,Newburgh Volunteer Fire Department,540 State ST,,,Newburgh,IN,47630-1291,812-853-7651,812-853-0489,WARRICK
62040,Newbury Fire Department,PO Box 373,,PO Box 373,Newbury,NH,03255-0373,603-763-4403,603-763-5379,MERRIMACK
9205,Newbury Fire Department,3 Morgan AVE,,,Newbury,MA,01951-1214,978-462-2282,978-463-0774,ESSEX
9426,Newbury Village Fire Department,PO Box 236,,PO Box 236,Newbury,VT,05051-0236,802-866-5583,,ORANGE
28015,Newbury Volunteer Fire Department Inc.,11111 Kinsman RD,PO Box 255,,Newbury,OH,44065,440-564-2261,440-564-5874,GEAUGA
WB307,Newbury/Paxico Fire Department,PO Box 53,,PO Box 53,Paxico,KS,66526-0053,785-636-5243,,WABAUNSEE
9206,Newburyport Fire Department,0 Greenleaf ST,Fire HA,,Newburyport,MA,01950-3911,978-465-4427,978-463-9177,ESSEX
H3570,Newcastle Fire Department,PO Box 270,,PO Box 270,Newcastle,ME,04553-0270,207-563-3888,207-563-7888,LINCOLN
47006,Newcastle Fire Department,PO Box 179,,PO Box 179,Newcastle,OK,73065-0179,405-387-5823,405-387-5478,MCCLAIN
31066,Newcastle Fire Protection District,PO Box 262,,PO Box 262,Newcastle,CA,95658-0262,916-663-3323,916-663-1262,PLACER
35005,Newcastle Volunteer Fire & Rescue,,PO Box 306,,Newcastle,NE,68757,000-000-0000,,DIXON
21007,Newcastle Volunteer Fire Department,PO Box 16,,PO Box 16,Newcastle,UT,84756-0016,435-439-5300,435-439-5300,IRON
16015,Newcomb Volunteer Fire Department and Rescue Squad,PO Box 98,,PO Box 98,Newcomb,NY,12852-0098,518-582-3093,518-582-5044,ESSEX
79202,"Newcomerstown Emergency Rescue Squad, Inc.",PO Box 29,,PO Box 29,Newcomerstown,OH,43832-0029,740-498-8808,740-498-9323,TUSCARAWAS
11006,Newell Community Fire Department,210 W 2nd ST,,PO Box 622,Newell,IA,50568,712-272-3744,712-272-3744,BUENA VISTA
26030,Newell Volunteer Fire Company,PO Box 37,,PO Box 37,Newell,PA,15466-0037,724-938-7798,724-938-7798,FAYETTE
15103,Newell Volunteer Fire Department,542 Washington  ST,PO Box 28,,Newell,WV,26050,304-387-0795,,HANCOCK
15002,Newell Volunteer Fire Department,PO Box 517,,PO Box 517,Newell,SD,57760-0517,605-456-2115,605-456-2033,BUTTE
54001,Newellton Fire Department,"212 Hancock ST, STE C",,,Saint Joseph,LA,71366-6672,318-766-3004,318-766-3008,TENSAS
55013,Newfield Fire Company,77 Main ST,,,Newfield,NY,14867-9299,607-564-7222,607-564-3471,TOMPKINS
8048,Newfield Fire Company No. 1,PO Box 610,,PO Box 610,Newfield,NJ,08344-0610,856-697-4851,856-697-8616,GLOUCESTER
R3580,Newfield Fire Department,PO Box 51,,PO Box 51,West Newfield,ME,04095-0051,207-793-2330,207-793-4914,YORK
45105,Newfolden Fire Department,PO Box 188,,PO Box 188,Newfolden,MN,56738-0188,218-874-7135,218-874-7135,MARSHALL
6008,Newhall Volunteer Fire Department,PO Box 473,,PO Box 473,Newhall,IA,52315-0473,319-223-5156,319-223-5156,BENTON
12402,Newington Area Volunteer Fire Department,PO Box 104,,PO Box 104,Newington,GA,30446-0104,912-857-3115,912-857-3115,SCREVEN
72330,Newington Fire Department,80 Fox Point RD,,,Newington,NH,3801,603-436-9441,603-430-2007,ROCKINGHAM
2190,Newington Volunteer Fire Department,1485 Main ST,,,Newington,CT,06111-3142,860-667-5900,860-667-5914,HARTFORD
36006,Newkirk Fire Depatment,PO Box 469,,PO Box 469,Newkirk,OK,74647-0469,580-362-3606,580-362-1131,KAY
604,Newland Volunteer Fire Department,PO Box 748,,PO Box 748,Newland,NC,28657,828-733-4011,828-733-8678,AVERY
DC163,Newman Community Fire Protection District,PO Box 323,,PO Box 323,Newman,IL,61942-0323,217-837-2341,,DOUGLAS
7005,Newman Grove Fire Department,PO Box 352,,PO Box 352,Newman Grove,NE,68258,402-447-2400,,MADISON
38034,Newmanstown Volunteer Fire Company,PO Box 338,,PO Box 338,Newmanstown,PA,17073-0338,610-589-5900,,LEBANON
30171,Newmansville Volunteer Fire Department,PO Box 5,,PO Box 5,Chuckey,TN,37641-0005,423-639-7246,423-639-7246,GREENE
72430,Newmarket Fire & Rescue,4 Young LN,,,Newmarket,NH,3857,603-659-3334,603-659-8804,ROCKINGHAM
3802,Newnan Fire Department,PO Box 1193,,PO Box 1193,Newnan,GA,30264-1193,770-253-1851,770-254-2340,COWETA
30055,Newport Beach Fire Department,PO Box 1768,,PO Box 1768,Newport Beach,CA,92658-8915,949-644-3104,949-644-3388,ORANGE
9044,Newport Fire Company #1,5961 Bensalem BLVD,PO Box 778,,Bensalem,PA,19020-3305,215-638-1619,215-638-7112,BUCKS
2100,Newport Fire Department,21 W Marlborough ST,,,Newport,RI,02840-2527,401-845-5901,401-841-5446,NEWPORT
15213,Newport Fire Department,103 C AVE,,,Newport,TN,37821-2335,423-613-4047,423-623-7284,COCKE
259,Newport Fire Department,245 NW 10TH ST,,,Newport,OR,97365-3247,541-265-9461,541-265-9463,LINCOLN
34300,Newport Fire Department,615 Third ST,,,Newport,AR,72112-3217,870-523-2895,870-512-2101,JACKSON
82110,Newport Fire Department,155 20TH ST,,,Newport,MN,55055-1021,651-459-9390,,WASHINGTON
J3610,Newport Fire Department,21 Water ST,,,Newport,ME,04953-3111,207-368-2533,207-368-3265,PENOBSCOT
1643,Newport Fire Department,PO Box 1869,,PO Box 1869,Newport,NC,28570-1869,252-223-4510,252-223-4250,CARTERET
91199,Newport Fire-Emergency Management Services,11 Sunapee ST,,,Newport,NH,03773-1462,603-863-1416,603-863-8016,SULLIVAN
19088,Newport Fire/EMS,998 Monmouth ST,,,Newport,KY,41071-2115,859-292-3616,859-292-3636,CAMPBELL
70001,Newport News Fire Department,610 Thimble Shoals BLVD,Suite 500,,Newport News,VA,23606-2573,757-975-5030,757-975-5068,NEWPORT NEWS CITY
92006,Newport News/Williamsburg International Airport Fire Department,900 Bland BLVD STE G,,,Newport News,VA,23602-4347,757-877-0221,757-988-0727,NEWPORT NEWS CITY
40048,Newport Township Fire Department,1002 Center ST,,,Nanticoke,PA,18634-1904,570-735-2000,570-735-5595,LUZERNE
LA308,Newport Township Fire Protection District,39010 Caroline AVE,,,Wadsworth,IL,60083,847-336-1080,847-336-1097,LAKE
81002,Newport Volunteer Fire Department,Mt Vernon ST,,PO Box 136,Newport,NE,68759-0136,402-244-5208,,ROCK
7140,Newport Volunteer Fire Department,716 Blue Grass TRL,,PO Box 122,Newport,VA,24128,540-544-7111,,GILES
22015,Newport Volunteer Fire Department,7370 Main ST,,,Newport,NY,13416,315-845-8129,315-845-6499,HERKIMER
84239,"Newport Volunteer Fire Department, Inc.",PO Box 188,,PO Box 188,Newport,OH,45768-0188,740-473-2621,,WASHINGTON
9012,Newportville Fire Company,2425 New Falls RD,,,Levittown,PA,19056-3236,215-788-5220,,BUCKS
17507,Newsoms Volunteer Fire Department,PO Box 209,,PO Box 209,Newsoms,VA,23874-0209,757-654-6891,757-654-6891,SOUTHAMPTON
15061,Newstead Fire Company,PO Box 386,,PO Box 386,Akron,NY,14001-0386,716-542-5337,716-542-3427,ERIE
15062,"Newton Abbott Fire Company, Inc.",PO Box 2001,,PO Box 2001,Blasdell,NY,14219-0201,716-825-3663,716-825-0844,ERIE
10707,Newton County Fire Department - Mansfield,21 Main  ST,PO Box 99,,Mansfield,GA,30055,770-784-2156,770-784-2157,JASPER
10706,Newton County Fire Service,4136 Highway 278 NE,,,Covington,GA,30014-2494,678-625-5010,770-784-2119,NEWTON
72530,Newton Fire & Rescue,PO Box 209,,PO Box 209,Newton,NH,03858-0209,603-382-8811,603-382-1996,ROCKINGHAM
36110,"Newton Fire Company, Inc.",6520 Carstens Lake RD,,,Manitowoc,WI,54220-9553,920-758-3203,920-758-3204,MANITOWOC
50009,Newton Fire Department,410 S 2ND AVE  W,,,Newton,IA,50208-3614,641-792-3347,641-791-0884,JASPER
51010,Newton Fire Department,PO Box 195,,PO Box 195,Newton,MS,39345-0195,601-683-6707,601-683-6707,NEWTON
5011,Newton Fire Department,PO Box 146,,PO Box 146,Newton,UT,84327-0146,435-563-9283,,CACHE
1812,Newton Fire Department,116 West A ST,,PO Box 550,Newton,NC,28658,828-695-4314,828-465-7453,CATAWBA
19151,Newton Fire Department,56 Woodside AVE,,,Newton,NJ,07860-2404,973-383-4746,973-383-3054,SUSSEX
17207,Newton Fire Department,1164 Centre ST,Newton Centre,,Newton,MA,02459-1539,617-552-7272,617-552-7305,MIDDLESEX
HV101,Newton Fire/EMS Department,200 E 3RD ST,,,Newton,KS,67114-3412,316-284-6065,316-284-6061,HARVEY
8207,Newton Grove Volunteer Fire Department Inc.,212 Weeksdale ST,,PO Box 172,Newton Grove,NC,28366,910-594-0211,910-594-0211,SAMPSON
60133,Newton Township Fire Department,5490 Maysville PIKE,,PO Box 181,White Cottage,OH,43791,740-849-2418,740-849-2324,MUSKINGUM
4904,Newton Township Fire Department,PO Box 37,,PO Box 37,Gould City,MI,49838,906-586-3765,,SCHOOLCRAFT
1314,Newton Township Fire Department,7988 G DR S,,,Ceresco,MI,49033-9661,269-209-1295,269-979-4470,CALHOUN
403,Newton Volunteer Fire Department,100 Baker PL,,PO Box 306,Newton,GA,39870,229-734-3002,,BAKER
SK403,Newton Volunteer Fire Department,PO Box 982,,PO Box 982,Newton,TX,75966-9507,409-379-8134,,NEWTON
2605,"Newton Volunteer Fire Department, Inc.",PO Box 212,,PO Box 212,Newton,AL,36352-0212,334-299-3361,,DALE
44026,Newton Wayne Volunteer Fire Department,PO Box 307,,PO Box 307,Newton Hamilton,PA,17075-0307,814-542-9643,814-542-9643,MIFFLIN
35008,Newton-Ransom Volunteer Fire Company,1890 Newton-Ransom BLVD,,,Clarks Summit,PA,18411,570-587-2526,,LACKAWANNA
9055,Newtown Emergency Services Department,55 Municipal DR,,,Newtown,PA,18940-1105,215-504-2212,215-504-2204,BUCKS
9045,Newtown Fire Association,14 Liberty ST,,,Newtown,PA,18940-2033,215-968-3731,215-968-9057,BUCKS
5130,Newtown Hook & Ladder Co.#1,PO Box 3911,,PO Box 3911,Newtown,CT,06470-3911,203-270-4383,203-270-4384,FAIRFIELD
23041,Newtown Square Fire Company,PO Box 453,,PO Box 453,Newtown Square,PA,19073-0453,610-356-9916,610-356-9517,DELAWARE
54224,Newtown Volunteer Fire Company,36 Wood ST,,,Tremont,PA,17981-1626,570-695-3777,,SCHUYLKILL
3703,"Newville Volunteer Fire Department, Inc.",PO Box 218,,PO Box 218,Newville,AL,36353,334-889-4546,,HENRY
78035,NF Joint Fire District,19 N Canal ST,Suite 1,PO Box ,Newton Falls,OH,44444,330-872-7306,,TRUMBULL
12005,Niabrara Volunteer Fire Department,PO Box 227,,PO Box 227,Niobrara,NE,68760-0227,402-857-3795,,KNOX
32012,"Niagara Active Hose Company, Inc.",6010 Lockport  RD,,,Niagara Falls,NY,14305,716-298-8100,716-298-4805,NIAGARA
32014,Niagara Falls Fire Department,PO Box 69,,PO Box 69,Niagara Falls,NY,14302-0069,716-286-4720,716-286-4732,NIAGARA
4129,Niagara Fire Company,22 E Park AVE,,,Merchantville,NJ,08109-2608,856-662-0900,856-488-1228,CAMDEN
51254,Niagara Volunteer Fire Department,15828 Highway 136 E,,,Henderson,KY,42420-9520,270-321-2555,,HENDERSON
11306,Niangua Fire Protection District,PO Box 35,,PO Box 35,Niangua,MO,65713-0035,417-459-7679,,WEBSTER
MA198,Niantic Fire Protection District,108 N Illinois ST,,,Niantic,IL,62551-4271,217-519-4229,217-668-2411,MACON
21086,Nicasio Volunteer Fire Department,PO Box 791,,PO Box 791,Nicasio,CA,94946,415-662-2201,,MARIN
43072,Niceville Fire Department,216 Partin DR N,,,Niceville,FL,32578-1244,850-729-4050,850-729-4051,OKALOOSA
57304,Nicholasville Fire Department,1022 S Main ST,,,Nicholasville,KY,40356-2154,859-885-5505,859-887-2713,JESSAMINE
54007,Nichols Fire Department,PO Box 335,,PO Box 335,Nichols,NY,13812,607-699-3810,,TIOGA
5202,Nichols Fire Department,100 Shelton RD,,,Trumbull,CT,06611-5136,203-378-4513,203-378-4879,FAIRFIELD
15069,Nichols Fire District,4706 HWY 44 W,,,Shepherdsville,KY,40165-9733,502-543-3974,,BULLITT
55011,Nichols Hills Fire Department,6407 Avondale DR,,,Nichols Hills,OK,73116-6403,405-843-8526,405-842-8409,OKLAHOMA
44140,Nichols Rural Fire Department,PO Box 68,,PO Box 68,Nichols,WI,54152-0068,920-525-2717,,OUTAGAMIE
34205,Nichols Volunteer Fire Department,PO Box 32,,PO Box 32,Nichols,SC,29581,843-526-2193,,MARION
66107,Nicholson Fire Company #1,PO Box 425,,PO Box 425,Nicholson,PA,18446-0425,570-942-6891,,WYOMING
55009,Nicholson Volunteer Fire Department District 13,1981 HWY 11 S,,PO Box 82,Nicholson,MS,39463-0082,601-799-1010,601-799-1010,PEARL RIVER
7808,"Nicholson Volunteer Fire Department, Inc.",PO Box 188,,PO Box 188,Nicholson,GA,30565-0188,706-757-3912,706-757-3912,JACKSON
45027,"Nicholville Volunteer Fire Company, Inc.",PO Box 25,,PO Box 25,Nicholville,NY,12965-0025,315-328-4551,315-328-4551,SAINT LAWRENCE
16905,"Nickelsville Volunteer Fire Department, Inc.",PO Box 79,,PO Box 79,Nickelsville,VA,24271-0079,276-479-2919,276-479-1349,VIRGINIA BEACH CITY
5005,Nickerson Volunteer Fire & Rescue,PO Box 125,,PO Box 125,Nickerson,NE,68044-0125,402-721-8948,,DODGE
11059,Nicktown Fire Company,PO Box 95,,PO Box 95,Nicktown,PA,15762-0095,814-948-4351,,CAMBRIA
6321,Nicol  Volunteer Fire Department,14105 Old Lock 15 RD,,,Tuscaloosa,AL,35406-9020,205-349-5560,,TUSCALOOSA
52103,Nicollet Fire Department,PO Box 427,,PO Box 427,Nicollet,MN,56074-0427,507-232-3000,507-232-3473,NICOLLET
55012,Nicoma Park Fire Department,PO Box 250,,PO Box 250,Nicoma Park,OK,73066-0250,405-769-4593,405-769-5679,OKLAHOMA
68016,Nicut Rural Fire District,98758 S 4750 RD,,,Muldrow,OK,74948-6383,918-427-7882,918-427-1100,SEQUOYAH
KG106,Niederwald Volunteer Fire Department,8809 Niederwald Strasse,,,Niederwald,TX,78640-3936,512-398-3600,512-398-3600,HAYS
60112,Nielsville Volunteer Fire Department,210 W 2nd ST,,,Nielsville,MN,56568,218-946-3205,218-946-2345,POLK
26200,Nikiski Fire Department,PO Box 8508,,PO Box 8508,Nikiski,AK,99635-8508,907-776-6401,907-283-8404,KENAI PENINSULA
73117,Nile Township Volunteer Fire Department,PO Box 41,,PO Box 41,Friendship,OH,45630-0041,740-858-4042,740-353-5561,SCIOTO
1119,Niles Charter Township Fire Department,2049 S 3RD ST,,,Niles,MI,49120-4005,269-683-3311,269-683-1633,BERRIEN
1118,Niles Fire Department,1345 E Main ST,,,Niles,MI,49120-3600,269-683-2520,269-683-5895,BERRIEN
78037,Niles Fire Department,15 E State ST,,,Niles,OH,44446-5051,330-544-9022,330-544-1695,TRUMBULL
CN351,Niles Fire Department,8360 W Dempster ST,,,Niles,IL,60714-1614,847-588-6800,847-588-6850,COOK
76219,Nimishillen Township Fire Department,4560 Broadway AVE NE,,PO Box 1,Louisville,OH,44641,330-453-5880,330-453-5882,STARK
53009,Nimrod Volunteer Fire Department,73 Terry Lynn LN,,,Perryville,AR,72126,501-432-5359,,PERRY
26028,Nine Mile Point Fire Department,1024 Oak AVE,,,Nine Mile Point,LA,70094-3024,504-349-5278,504-349-5578,JEFFERSON
6709,Nine Mile Volunteer Fire Department,1131 Nine Mile RD,,,Richlands,NC,28574-5290,910-455-5683,910-455-8395,ONSLOW
4112,Nine Mile Volunteer Fire Department,21008 Old State Highway 28,,,Pikeville,TN,37367-3216,423-533-2462,,BLEDSOE
41007,Nineveh Township Volunteer Fire Department,844 E 775 S,,PO Box 206,Nineveh,IN,46164-0206,317-933-2567,317-933-2905,JOHNSON
26540,Ninilchik Emergency Services,PO Box 39446,,PO Box 39446,Ninilchik,AK,99639-0446,907-567-3542,907-567-5562,KENAI PENINSULA
HB140,Niota Fire Department,HWY 96,,PO Box 33,Niota,IL,62358,217-448-4151,217-448-4151,HANCOCK
54163,Niota Volunteer Fire Department,PO Box 146,,PO Box 146,Niota,TN,37826-0146,423-568-2011,423-568-3026,MCMINN
41006,Nippenose Valley Volunteer Fire Department,4453 Pine Mountain RD,,,Jersey Shore,PA,17740-7222,570-745-3443,,LYCOMING
47013,Niskayuna Fire District #2,2772 Troy RD,,,Niskayuna,NY,12309-1412,518-785-6033,518-785-6528,SCHENECTADY
47009,Niskayuna Fire District No. 1,1079 Balltown RD,,,Niskayuna,NY,12309-5929,518-374-8386,518-374-3037,SCHENECTADY
15004,Nisland-Arpan Fire and Rescue Department,PO Box 169,,PO Box 169,Nisland,SD,57762-0169,605-257-2710,,BUTTE
52121,Nissequogue Fire Department,643 Moriches RD,,,Saint James,NY,11780-9709,631-862-7410,631-862-7411,SUFFOLK
18111,Nisswa Volunteer Fire Department,PO Box 147,,PO Box 147,Nisswa,MN,56468,218-963-2442,,CROW WING
2017,Nitrate City Volunteer Fire Department,1340 Alabama AVE,,,Muscle Shoals,AL,35661-4233,256-446-9022,,COLBERT
20318,Nitro Fire Department,PO Box 308,,PO Box 308,Nitro,WV,25143-0308,304-755-1437,304-755-3721,KANAWHA
18017,Nittany Valley Volunteer Fire Company,5101 Nittany Valley DR,PO Box 508,,Lamar,PA,16848,570-726-6884,,CLINTON
11023,Niverville Fire Department,PO Box 422,,PO Box 422,Niverville,NY,12130-0422,518-784-3300,518-784-3300,COLUMBIA
2204,Nixa Fire Protection District,301 S Nicholas RD,,,Nixa,MO,65714-7174,417-725-4025,417-725-2393,CHRISTIAN
5013,Nixon Chapel Fire Department,7925 Nixon Chapel RD,,,Horton,AL,35980-8729,256-878-7788,256-878-2234,MARSHALL
HH402,Nixon Volunteer Fire Department,PO Box 31,,PO Box 31,Nixon,TX,78140-0031,830-582-2299,830-582-1136,GONZALES
2507,No 7 Township Fire & Rescue Department,PO Box 3062,,PO Box 3062,New Bern,NC,28564-3062,252-637-2779,252-636-3934,CRAVEN
54565,No. 1 Emergency and Rescue,19 Pine ST,,,Tamaqua,PA,18252-1406,570-225-1012,,SCHUYLKILL
8054,Noank Fire District,PO Box 9202,,PO Box 9202,Noank,CT,06340-9202,860-908-2982,,NEW LONDON
72014,Nob Hill Volunteer Fire Department,19375 Nob Hill LOOP,,,Springdale,AR,72764-8886,479-756-0824,479-751-9130,WASHINGTON
14004,Noble Fire Department,PO Box 557,,PO Box 557,Noble,OK,73068-0557,405-872-3030,405-872-7335,CLEVELAND
RB134,Noble Fire Protection District,PO Box 79,,PO Box 79,Noble,IL,62868-0079,618-723-2713,,RICHLAND
20117,Noble Township Fire Department,22485 Mill ST,,,Defiance,OH,43512-1211,419-782-0733,419-782-0733,DEFIANCE
57006,Noble Township Fire Department,3199 S State Road 109,,,Albion,IN,46701-9015,260-799-9987,,NOBLE
46016,Noble Township Volunteer Fire Department,PO Box 153,,PO Box 153,Union Mills,IN,46382-0153,219-767-2384,219-767-2384,LA PORTE
29007,Noblesville Fire Department,135 S 9TH ST,,,Noblesville,IN,46060-2620,317-776-6336,317-776-6376,HAMILTON
RZ401,Nocona Hills Volunteer Fire Department/ EMS,214 Nocona DR,,,Nocona,TX,76255-9273,214-914-0750,,MONTAGUE
RZ601,"Nocona Rural Volunteer Fire Department, Inc.",PO Box 55,,PO Box 55,Nocona,TX,76255-0055,940-825-3341,,MONTAGUE
RZ405,Nocona Volunteer Fire Department,101 Cooke ST,,,Nocona,TX,76255-2107,940-825-3341,940-825-6240,MONTAGUE
2003,Nodaway Fire Department,300 Seventh AVE,,,Nodaway,IA,50857,712-785-3261,712-285-3650,ADAMS
85107,Nodine Volunteer Fire and Rescue,42774 County Road 12,,,Dakota,MN,55925-4050,507-643-6550,,WINONA
6005,Noel Volunteer Fire Department,201 Railroad ST,,PO Box 1010,Noel,MO,64854,417-475-3696,417-475-6550,MCDONALD
27055,Nogal Fire Department,PO Box 62,,PO Box 62,Nogal,NM,88341-0062,505-354-3016,,LINCOLN
13022,Nogales Suburban Fire District,PO Box 398,,PO Box 398,Nogales,AZ,85628-0398,520-287-2324,520-281-1126,SANTA CRUZ
15305,"Nokesville Volunteer Fire & Rescue Department, Inc. (Prince William County Fire & Rescue)",9405 Devlins Grove PL,,,Bristow,VA,20136-1040,703-367-9700,703-367-9078,PRINCE WILLIAM
MP193,Nokomis Area Fire Protection District,PO Box 176,,PO Box 176,Nokomis,IL,62075,217-563-7206,,MONTGOMERY
43100,Nokomis Volunteer Fire Department,2675 County Road L,,,Tomahawk,WI,54487-9318,715-453-5870,715-224-2524,ONEIDA
3024,Nokomis Volunteer Fire Department,261 Lamb DR,,PO Box 727,Atmore,AL,36504,251-446-8928,,ESCAMBIA
16011,Nokomis Volunteer Fire Department,111 Pavonia RD,,,Nokomis,FL,34275-3902,941-488-8855,941-483-4202,SARASOTA
94631,Nolensville Volunteer Fire Department,7347 Nolensville RD,PO Box 98,,Nolensville,TN,37135-9463,615-776-5050,615-776-5050,WILLIAMSON
90811,Nolichuckey Valley Volunteer Fire Department,2634 Highway 107,,,Chuckey,TN,37641-2430,423-257-2803,423-257-2803,WASHINGTON
2261,Nome Volunteer Fire Department,PO Box 44,,PO Box 44,Nome,ND,58062,701-924-8200,,BARNES
37100,Nome Volunteer Fire Department,PO Box 82,,PO Box 82,Nome,AK,99762-0082,907-443-2310,907-443-4104,NOME
32011,Non Volunteer Fire Department,8039 B E 154 Rd,,,Calvin,OK,74531,580-892-3457,,HUGHES
12262,Noonan Fire Department,Main ST,,PO Box 267,Noonan,ND,58765-0267,701-925-5783,,DIVIDE
VS408,Noonday Fire Department,16619 State Highway 155 S,,,Tyler,TX,75703-7155,903-561-1170,,SMITH
34005,Nora Springs Farm Fire Department,PO Box 523,,PO Box 523,Nora Springs,IA,50458-0523,641-749-5498,,FLOYD
DC301,Norcatur City Fire Department,RR 1 Box 97,,,Norcatur,KS,67653-9729,785-475-8100,,DECATUR
45020,Norco Area Volunteer Fire Department,PO Box 321,,PO Box 321,Norco,LA,70079-0321,985-764-9621,985-764-9619,SAINT CHARLES
92004,Norfolk Airport Authority Fire Department,2200 Norview AVE,,,Norfolk,VA,23518-5804,757-857-3495,757-857-3308,VIRGINIA BEACH CITY
21208,Norfolk Fire Department,PO Box 652,,PO Box 652,Norfolk,MA,02056-0652,508-528-3207,508-520-9762,NORFOLK
7006,Norfolk Fire Division,701 Koenigstein AVE,,,Norfolk,NE,68701,402-844-2050,402-644-8748,MADISON
71000,Norfolk Fire-Rescue,100 Brooke AVE STE 500,,,Norfolk,VA,23510-1836,757-664-6600,757-624-6832,NORFOLK CITY
93022,Norfolk Naval Base Fire Department,1776 Gilbert ST,,,Norfolk,VA,23511,757-322-2403,757-445-9973,NORFOLK CITY
45028,Norfolk Volunteer Fire Department,PO Box 511,,PO Box 511,Norfolk,NY,13667-0511,315-384-4581,315-384-4176,SAINT LAWRENCE
1150,"Norfolk Volunteer Fire Department, Inc.",20 Shepard RD,,,Norfolk,CT,06058-1124,860-542-5021,860-542-3907,LITCHFIELD
3005,Norfork Volunteer Fire District,PO Box 60,,PO Box 60,Norfork,AR,72658-0060,870-499-5527,870-499-5690,BAXTER
9308,Norlina Volunteer Fire Department,203 Center ST,,PO Box 606,Norlina,NC,27563-0606,252-456-3325,252-456-3650,WARREN
17102,"Norma-Alliance Vounteer Fire, Ambulance, and Rescue",160 Almond Rd.,PO Box 111,,Norma,NJ,8347,856-692-9576,856-692-9576,SALEM
MK332,Normal Fire Department,1300 E College AVE,,,Normal,IL,61761-2063,309-454-9689,309-454-9735,MCLEAN
