NAME,ADDRESS,CITY,STATE,LATITUDE,LONGITUDE
NORTHWEST TEXAS SURGERY CENTER,"3501 SONCY ROAD, SUITE 118",AMARILLO,TX,35.17365252,-101.9363756
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, STE M-302",AUSTIN,TX,30.29532138,-97.82458178
PLANO SURGICAL HOSPITAL,"2301 MARSH LANE, SUITE 100",PLANO,TX,33.03172907,-96.85401854
AD HOSPITAL EAST LLC,"12950 EAST FREEWAY, SUITE 100",HOUSTON,TX,29.77063353,-95.20029102
"SELECT SPECIALTY HOSPITAL-CINCINNATI, INC","375 DIXMYTH AVE, 15TH FLOOR",CINCINNATI,OH,39.14005438,-84.52080357
"SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO, INC","1320 MERCY DRIVE, 6TH FLOOR",CANTON,OH,40.81224089,-81.39587193
BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA, SUITE 100",ROCKWALL,TX,32.9140952,-96.44469769
BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN, SUITE 100",KELLER,TX,32.92816374,-97.2547307
CARRUS SPECIALTY HOSPITAL,"1810 U.S. HIGHWAY 82 WEST, STE 200",SHERMAN,TX,33.66972557,-96.63438619
VIBRA HOSPITAL OF RICHARDSON,"401 WEST CAMPBELL ROAD, SUITE 300",RICHARDSON,TX,32.97413807,-96.72711984
BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD, SUITE 200 & 300",HOUSTON,TX,29.70798221,-95.47341614
SAN ANTONIO STATE HOSPITAL,"6711 SOUTH NEW BRAUNFELS, SUITE 100",SAN ANTONIO,TX,29.36013837,-98.45815054
TEXAS NEUROREHAB CENTER BEHAVIORAL,"1106 WEST DITTMAR ROAD, BUILDING 1 & 15",AUSTIN,TX,30.18944156,-97.80627944
MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,"21720 KINGSLAND BOULEVARD, 102",KATY,TX,29.77576548,-95.74579933
SELECT SPECIALTY HOSPITAL - DES MOINES,"1111 6TH AVENUE, 4TH FLOOR",DES MOINES,IA,41.59887677,-93.62211382
SAWTOOTH BEHAVIORAL HEALTH,"650 ADDISON AVE WEST, SUITE 300 B",TWIN FALLS,ID,42.5650403,-114.493701
CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,"6700 EUCALYPTUS DRIVE, STE C",BAKERSFIELD,CA,35.36567811,-118.9297762
BUNKIE GENERAL HOSPITAL,"427 EVERGREEN ST, UNIT 29",BUNKIE,LA,30.95297863,-92.17627605
THE SPINE HOSPITAL OF LOUISANA,"10105 PARK ROWE CIR, STE 250",BATON ROUGE,LA,30.38027892,-91.09403416
IRWIN COUNTY HOSPITAL,710 NORTH IRWIN AVENUE,OCILLA,GA,31.60338057,-83.25099895
CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,CA,33.56040427,-117.6658226
SELECT SPEC HOSPITAL LUKES CAMPUS,"2900 W OKLAHOMA AVE, 5TH FL",MILWAUKEE,WI,42.98882817,-87.95025177
GRACIE SQUARE HOSPITAL,"420 E 76TH ST, 2ND, 3RD, 4TH & 5TH FLOORS",NEW YORK,NY,40.7697165,-73.95302135
UPMC PINNACLE HOSPITAL,409 SOUTH SECOND STREET,HARRISBURG,PA,40.256883,-76.875824
SELECT SPECIALTY HOSPITAL - TRICITIES,"1 MEDICAL PARK BOULEVARD, 5TH FLOOR WEST",BRISTOL,TN,36.58524519,-82.25636647
NORTH CENTRAL SURGICAL CENTER,"9301 NORTH CENTRAL EXPRESSWAY, UNIT 100",DALLAS,TX,32.87528905,-96.7713632
SELECT SPECIALTY HOSPITAL - LONGVIEW,"700 EAST MARSHALL AVENUE, 1ST FLOOR",LONGVIEW,TX,32.50051191,-94.73066699
SELECT SPECIALTY HOSPITAL - KNOXVILLE,"1901 CLINCH AVENUE, 4TH FLOOR NORTH",KNOXVILLE,TN,35.95724587,-83.93669832
ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVE,ALBANY,NY,42.65340806,-73.77665746
ENCOMPASS HEALTH REHABILITATION HOSPITAL,"4500 13TH STREET, 3RD FLOOR",GULFPORT,MS,30.36741843,-89.11603598
KINDRED HOSPITAL CENTRAL OHIO,"335 GLESSNER AVENUE, 5TH FLOOR",MANSFIELD,OH,40.75265656,-82.52815637
KINDRED HOSPITAL DALLAS CENTRAL,"8050 MEADOW ROAD, FIRST FLOOR",DALLAS,TX,32.8868949,-96.76738833
SOLARA HOSPITAL MCALLEN,"301 WEST EXPRESSWAY 83, 8TH FLOOR",MCALLEN,TX,26.18672847,-98.22582022
WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,"6161 HARRY HINES BOULEVARD, SUITE 100",DALLAS,TX,32.81896722,-96.84883749
CORNERSTONE SPECIALITY HOSPITAL - MEDICAL CENTER,"2001 HERMANN DRIVE, SUITE 100",HOUSTON,TX,29.7184899,-95.38277553
PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH,"1000 PINE STREET, 6TH FLOOR",TEXARKANA,TX,33.42908549,-94.04734159
SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),"3500 GASTON AVENUE, 3RD AND 4TH FLOOR",DALLAS,TX,32.79026509,-96.78029041
KINDRED HOSPITAL THE HEIGHTS,"1800 WEST 26TH STREET, FLOORS 3,4, & 5",HOUSTON,TX,29.80926039,-95.43113267
ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMIT ROAD, FOURTH FLOOR",PLAINVIEW,TX,34.20654009,-101.7325911
CASA AMISTAD,"1500 PAPPAS, UNIT 664",LAREDO,TX,27.53697464,-99.47690542
KATE DISHMAN REHABILITATION HOSPITAL,"2830 CALDER STREET, 6TH FLOOR SOUTH",BEAUMONT,TX,30.08690903,-94.13221625
CARRUS REHABILITATION HOSPITAL,"1810 WEST HIGHWAY 82, STE 100",SHERMAN,TX,33.66970891,-96.63515951
ACCEL REHABILITATION HOSPITAL OF PLANO,"2301 MARSH LANE, SUITE 200",PLANO,TX,33.03139595,-96.85435167
EL PASO SPECIALTY HOSPITAL,"1755 CURIE, SUITE A",EL PASO,TX,31.78036759,-106.4776047
NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET ST, 2ND FLOOR",ATHENS,AL,34.80424558,-86.9788726
CONTINUING CARE HOSPITAL,"1026 A AVENUE NE, 6TH FLOOR",CEDAR RAPIDS,IA,41.98573741,-91.65971818
ASCENSION SACRED HEART HOSPITAL,"401 W MOHAWK DR, SUITE 100",TOMAHAWK,WI,45.48648033,-89.73397541
OCHSNER EXTENDED CARE HOSPITAL OF KENNER,"180 W ESPLANADE AVE, FL 5",KENNER,LA,30.02478542,-90.27185657
BEACON BEHAVIORAL HOSPITAL-NEW ORLEANS,"14500 HAYNE BLVD, STE 200",NEW ORLEANS,LA,30.07134251,-89.94840267
REGENCY HOSPITAL OF SOUTH ATLANTA,"1170 CLEVELAND AVE, 4TH FLOOR",EAST POINT,GA,33.68027171,-84.42689474
"PROMISE HOSPITAL OF BATON ROUGE, INC.","17000 MEDICAL CENTER DRIVE, 3RD FLOOR",BATON ROUGE,LA,30.44279574,-90.9998043
BUCKHEAD AMBULATORY SURGICAL CENTER,"2061 PEACHTREE RD NW, UNIT 300",ATLANTA,GA,33.81116368,-84.39198305
PIONEER SPECIALTY HOSPITAL,"50 NORTH PERRY, 6TH FLOOR",PONTIAC,MI,42.63842741,-83.29099033
"SELECT SPECIALTY HOSPITAL - WYANDOTTE, LLC","2333 BIDDLE AVE, 8TH FLOOR",WYANDOTTE,MI,42.21012062,-83.14792003
SELECT SPECIALTY HOSPITAL - DURHAM,"3643 NORTH ROXBORO STREET, 6TH FLOOR",DURHAM,NC,36.03749791,-78.9006067
SISTER EMMANUEL HOSPITAL,"3663 S MIAMI AVE, 4TH FLOOR",MIAMI,FL,25.7400337,-80.21423432
"NOLAND HOSPITAL TUSCALOOSA, LLC","809 UNIVERSITY BLVD EAST, 4TH FLOOR",TUSCALOOSA,AL,33.20517445,-87.52636438
SELECT SPECIALTY HOSPITAL MT. CARMEL,"793 WEST STATE STREET, 5TH FLOOR",COLUMBUS,OH,39.95785521,-83.0222907
"SELECT SPECIALTY HOSPITAL-COLUMBUS, INC","1087 DENNISON AVENUE, 2ND FLOOR",COLUMBUS,OH,39.9845986,-83.00883237
SELECT SPECIALTY HOSPITAL COLUMBUS EAST,"181 TAYLOR AVE, 6TH FLOOR",COLUMBUS,OH,39.97079133,-82.96286372
KINDRED HOSPITAL AT ST ROSE DE LIMA CAMPUS,"102 E LAKE MEAD PARKWAY, THIRD FLOOR",HENDERSON,NV,36.03897684,-114.9844066
TAHOE PACIFIC HOSPITALS-NORTH,"2375 E PRATER WAY, 7TH FLOOR",SPARKS,NV,39.54109398,-119.6973502
REGENCY HOSPITAL OF JACKSON,"969 LAKELAND DRIVE, 6TH FLOOR",JACKSON,MS,32.33262603,-90.16406044
STAMFORD HOSPITAL,"30 SHELBURNE ROAD, PO BOX 9317",STAMFORD,CT,41.05501669,-73.55312508
GREENBRIAR REHABILITATION HOSPITAL,"8064 SOUTH AVENUE, SUITE ONE",BOARDMAN,OH,41.00301259,-80.63504286
REGENCY HOSPITAL OF CINCINNATI LLC,"10500 MONTGOMERY ROAD, 1ST FLOOR",CINCINNATI,OH,39.25224746,-84.34135468
HAVEN BEHAVIORAL SENIOR CARE OF DAYTON,"ONE ELIZABETH PLACE, E3 SUITE A",DAYTON,OH,39.74773987,-84.19939762
BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287, SUITE 100",MANSFIELD,TX,32.59672241,-97.14487705
CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,"1900 PINE, 7TH FLOOR",ABILENE,TX,32.47234716,-99.73327938
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,"2830 CALDER AVENUE, 4TH FLOOR",BEAUMONT,TX,30.08725677,-94.13292786
PAM SPECIALTY HOSPITAL OF LUFKIN,"1201 WEST FRANK AVENUE, SUITE 5D",LUFKIN,TX,31.33628998,-94.74084706
KINDRED HOSPITAL - SAN ANTONIO CENTRAL,"111 DALLAS STREET, 4TH FLOOR",SAN ANTONIO,TX,29.43297807,-98.49220974
CONTINUECARE HOSPITAL OF MIDLAND,"4214 ANDREWS HIGHWAY, SUITE 320",MIDLAND,TX,32.00436321,-102.1350549
CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS,"403 TREELINE PARK, BUILDING 1",SAN ANTONIO,TX,29.50580177,-98.47604764
ASPIRE BEHAVIORAL HEALTH OF CONROE,"2006 SOUTH LOOP 336 WEST, SUITE 500",CONROE,TX,30.28457402,-95.48004261
EATING RECOVERY CENTER,"4708 ALLIANCE BOULEVARD, THIRD FLOOR",PLANO,TX,33.01352063,-96.79205068
GARLAND BEHAVIORAL HOSPITAL,"2300 MARIE CURIE BLVD, 5TH FLOOR",GARLAND,TX,32.91977573,-96.66210319
METHODIST AMBULATORY SURGERY HOSPITAL - NORTHWEST,"9150 HUEBNER ROAD, SUITE 100",SAN ANTONIO,TX,29.52688039,-98.59497177
BIENVILLE MEDICAL CENTER,"1175 PINE ST, STE 200",ARCADIA,LA,32.55268295,-92.91457322
ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,43.77757679,-88.43096365
SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,"301 MEMORIAL MEDICAL PARKWAY, 11TH FLOOR",DAYTONA BEACH,FL,29.24256233,-81.10741884
"BAPTIST HEALTH EXTENDED CARE HOSPITAL-LITTLE ROCK, INC.","9601 INTERSTATE 630, EXIT 7, 10TH FLOOR",LITTLE ROCK,AR,34.7441789,-92.38121
CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS,"300 WERNER STREET, 3RD FLOOR",HOT SPRINGS,AR,34.46805422,-93.0672341
WESTBURY COMMUNITY HOSPITAL,"6060 RICHMOND AVE, UNIT 380",HOUSTON,TX,29.73221902,-95.48683064
RIVERVIEW BEHAVIORAL HEALTH,"701 ARKANSAS BOULEVARD, SUITE 300",TEXARKANA,AR,33.46107002,-94.03409087
CORNERSTONE HOSPITAL LITTLE ROCK,"2 ST VINCENT CIRCLE, 6TH FLOOR",LITTLE ROCK,AR,34.75040053,-92.33858471
ENCOMPASS HEALTH REH AT LOWELL,"1071 VARNUM AVENUE, GROUND FLOOR",LOWELL,MA,42.64518936,-71.36692968
SELECT SPECIALTY HOSPITAL - MACOMB COUNTY,"215 NORTH AVE, SUITE 200",MOUNT CLEMENS,MI,42.60644986,-82.88185513
SELECT SPECIALTY HOSPITAL - GRAND RAPIDS,"200 SE JEFFERSON, 5TH FLOOR",GRAND RAPIDS,MI,42.95814131,-85.66258302
INSTITUTE FOR ORTHOPEDIC SURGERY,"801 MEDICAL DRIVE, SUITE B",LIMA,OH,40.69717236,-84.087804
SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA CAMP HILL,"503 NORTH 21ST STREET, 5TH FLOOR",CAMP HILL,PA,40.25316194,-76.92235055
KINDRED HOSPITAL - DELAWARE COUNTY,"1500 LANSDOWNE AVENUE, 6TH FLOOR MSB",DARBY,PA,39.92473446,-75.26764194
HAVEN BEHAVIORAL SERVICES,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,AZ,33.43563135,-112.0811756
"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND STREET, SUITE 20300",OMAHA,NE,41.32205434,-96.02035632
PROMISE HOSPITAL OF VICKSBURG,"1111 FRONTAGE ROAD, 2ND FLOOR",VICKSBURG,MS,32.31909412,-90.88172344
SELECT SPECIALTY HOSPITAL ARIZONA INC.,"7400 EAST OSBORN RD, 3RD FLOOR",SCOTTSDALE,AZ,33.4888413,-111.9232281
CENTRA SPECIALTY HOSPITAL,"3300 RIVERMONT AVENUE, KRISE 3",LYNCHBURG,VA,37.43825833,-79.18779398
EIELSON MEDICAL CLINIC,"2630 CENTRAL AVENUE, SUITE 1M07",EIELSON AFB,AK,64.67840671,-147.0926245
BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544, SUITE 100",MURPHY,TX,33.01223393,-96.62435282
WILLS EYE HOSPITAL,"840 WALNUT STREET, 7TH FLOOR",PHILADELPHIA,PA,39.94789309,-75.15489453
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,"506 EAST SAN ANTONIO STREET, 3RD FL",VICTORIA,TX,28.80798268,-96.99883805
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 W 4TH STREET, 4TH FLOOR",ODESSA,TX,31.84545145,-102.3738874
LAFAYETTE GENERAL SURGICAL HOSPITAL,"1000 W PINHOOK RD, STE 100",LAFAYETTE,LA,30.20423601,-92.01458776
NAVAL HEALTH CLINIC CHERRY POINT,"BEAUFORT ROAD, BUILDING 4385",CHERRY POINT,NC,34.89516554,-76.9086764
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY,"8100 SOUTH WALKER, SUITE C",OKLAHOMA CITY,OK,35.38522663,-97.5189761
KINDRED REHABILITATION HOSPITAL ARLINGTON,"2601 WEST RANDOL MILL ROAD, UNIT 101",ARLINGTON,TX,32.75605272,-97.14422496
SPECIALTY REHABILITATION HOSPITAL OF COUSHATTA,"1110 RINGGOLD AVE, STE B",COUSHATTA,LA,32.02896214,-93.34052948
PROMISE HOSPITAL OF LOUISIANA-SHREVEPORT CAMPUS,"1800 IRVING PL, STE 100",SHREVEPORT,LA,32.49387067,-93.74488058
SELECT SPECIALTY HOSPITAL - NORTHWEST DETROIT,"6071 WEST OUTER DRIVE, 7TH FLOOR",DETROIT,MI,42.41919547,-83.18318475
ACUITY SPECIALTY OHIO VALLEY,"380 SUMMIT AVENUE, 3RD FLOOR",STEUBENVILLE,OH,40.35506885,-80.62559131
CENTRAL INDIANA AMG SPECIALTY HOSPITAL LLC,"2401 W UNIVERSITY AVE, 8TH FL",MUNCIE,IN,40.19674184,-85.41399145
KINDRED HOSPITAL NORTHWEST INDIANA,"5454 HOHMAN AVE, 5TH FL",HAMMOND,IN,41.61515732,-87.52307341
SELECT SPECIALTY HOSPITAL JOHNSTOWN,"320 MAIN STREET, THIRD FLOOR",JOHNSTOWN,PA,40.30528349,-78.91992425
PAM SPECIALTY HOSPITAL OF WILKES-BARRE,"575 NORTH RIVER STREET, 7TH FLOOR",WILKES-BARRE,PA,41.258485,-75.867262
BANNER GOOD SAMARITAN MEDICAL CENTER,"1300 NORTH 12TH STREET, SUITE 404",PHOENIX,AZ,33.46288776,-112.0569976
REGENCY HOSPITAL OF NORTHWEST INDIANA,"4321 FIR ST, 4TH FL",EAST CHICAGO,IN,41.63444669,-87.44782771
"HEALTHSOUTH/MAINE MEDICAL CENTER,LLC","335 BRIGHTON AVENUE, UNIT 201",PORTLAND,ME,43.66632199,-70.29186145
ST. BERNARD PARISH HOSPITAL,"8000 WEST JUDGE PEREZ DRIVE, STE 1600",CHALMETTE,LA,29.95471258,-89.98922197
SHELTERING ARMS HOSPITAL SOUTH,"13700 ST. FRANCIS BOULEVARD, SUITE 400",MIDLOTHIAN,VA,37.46680815,-77.65896759
ST. CATHERINE OF SIENA MEDICAL CENTER,"50 ROUTE, 25 A",SMITHTOWN,NY,40.86850019,-73.22299673
"SELECT SPECIALTY HOSPITAL - FORT SMITH, INC.","1001 TOWSON AVENUE, SIXTH FLOOR",FORT SMITH,AR,35.37501657,-94.41973301
CHRISTUS DUBUIS OF FORTH SMITH,"7301 ROGERS AVENUE, 4TH FLOOR",FORT SMITH,AR,35.35586935,-94.35252746
ENCOMPASS HEALTH NEW ENGLAND REHABILIATION AT BEVERLY,"800 CUMMINGS CENTER, 1ST FL, UNIT147",BEVERLY,MA,42.56098687,-70.88723563
SELECT SPECIALTY HOSPITAL - FLINT,"401 S BALLENGER, 5TH FLOOR",FLINT,MI,43.01443915,-83.73287925
SELECT SPECIALTY HOSPITAL - PONTIAC,"44405 WOODWARD AVENUE, 8TH FLOOR",PONTIAC,MI,42.61403776,-83.2768158
SELECT SPECIALTY HOSPITAL - MUSKEGON,"1700 CLINTON STREET, 2 AND 3 S FLOORS",MUSKEGON,MI,43.22342175,-86.24225523
SELECT SPECIALTY HOSPITAL - BATTLE CREEK,"300 NORTH AVENUE, 6TH FLOOR",BATTLE CREEK,MI,42.33063594,-85.17934505
ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE,"700 HICKSVILLE RD, STE 210",BETHPAGE,NY,40.73923372,-73.4945666
VA MEDICAL CENTER - CASTLE POINT CAMPUS,"100 NEW YORK, 9D",CASTLE POINT,NY,41.54362128,-73.96337745
SELECT SPECIALTY HOSPITAL - SAGINAW,"1447 N HARRISON, 7TH & 8TH FLOOR",SAGINAW,MI,43.42865411,-83.95594314
SELECT SPECIALTY HOSPITAL - ANN ARBOR,"5301 E HURON RIVER DR, 7TH FL",YPSILANTI,MI,42.26389636,-83.65542107
SELECT SPECIALTY HOSPITAL-MIAMI,"955 NW 3RD ST, 8TH FLOOR",MIAMI,FL,25.77684554,-80.21063654
GLENBEIGH,2863 STATE ROUTE 45,ROCK CREEK,OH,41.67264815,-80.85929035
OHIOHEALTH REHABILITATION HOSPITAL,"1087 DENNISON AVENUE, 4TH FLOOR",COLUMBUS,OH,39.98392759,-83.00888947
SHORE REHABILITATION INSTITUTE,"425 JACK MARTIN BOULEVARD, SECOND FLOOR EAST WING",BRICK,NJ,40.07768856,-74.13139039
CARE ONE AT HUMC PASCACK VALLEY,"250 OLD HOOK ROAD, FOURTH FLOOR",WESTWOOD,NJ,40.9855294,-74.01502132
SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",NEWARK,OH,40.04255936,-82.46466179
MADONNA REHABILITATION SPECIALTY HOSPITAL,"2500 BELLEVUE MEDICAL CENTER DRIVE, 4TH FLOOR",BELLEVUE,NE,41.1374108,-95.94789084
REGENCY HOSPITAL OF HATTIESBURG,"6051 U.S. HWY 49, 5TH FLOOR",HATTIESBURG,MS,31.31873935,-89.33038891
WHITFIELD MEDICAL/SURGICAL HOSPITAL,"OAK CIRCLE, BUILDING 60",WHITFIELD,MS,32.24565481,-90.06618747
HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR",ALBUQUERQUE,NM,35.05783299,-106.5818387
SELECT SPECIALTY HOSPITAL WARREN CAMPUS,"667 EASTLAND AVE SE, 5TH FLOOR",WARREN,OH,41.23044775,-80.7770839
SONORA BEHAVIORAL HEALTH HOSPITAL (HOSP-PSY),"6050 NORTH CORONA RD, SUITE 3",TUCSON,AZ,32.31676456,-111.0073363
MINDEN FAMILY MEDICINE AND COMPLETE CARE,"1649 LUCERNE ST, UNIT A & B",MINDEN,NV,38.95780718,-119.771924
HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,38.08685199,-88.5405041
MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,38.02526846,-89.23647497
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,37.81551045,-88.44217154
PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,41.36691304,-89.45585736
HOPEDALE MEDICAL COMPLEX,107 TREMONT STREET,HOPEDALE,IL,40.41841146,-89.41756224
SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,38.12411499,-89.69153853
MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,40.44716561,-90.66440647
ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,35.46674418,-97.39394091
INTEGRIS DEACONESS,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,35.52690674,-97.58413106
CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,42.27559742,-88.40080442
SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,35.75246381,-95.40615256
LINDSAY MUNICIPAL HOSPITAL,1305 WEST CHEROKEE,LINDSAY,OK,34.83899678,-97.62624442
EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,41.76096564,-88.14998473
COMMUNITY MEMORIAL HOSPITAL,111 WEST 10TH AVENUE,REDFIELD,SD,44.87156665,-98.52092234
PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,TULSA,OK,36.11481974,-95.89049311
HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SOUTHEAST,HURON,SD,44.36153118,-98.21105963
FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,38.01010378,-88.91821519
CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,FLORA,IL,38.68085081,-88.47281706
LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 W STATE ST,LAWRENCEVILLE,IL,38.72861518,-87.69387325
COMMUNITY HOSPITAL,3100 SW 89TH S,OKLAHOMA CITY,OK,35.37591091,-97.57053353
CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,39.29940984,-89.88307566
PROVIDENCE SEWARD MEDICAL CENTER,417 1ST AVENUE,SEWARD,AK,60.10505818,-149.4458354
WRANGELL MEDICAL CENTER,310 BENNET STREET,WRANGELL,AK,56.47178239,-132.3758039
MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE,TN,36.5197015,-86.02629396
DELTA MEDICAL CENTER,3000 GETWELL ROAD,MEMPHIS,TN,35.06706746,-89.93115119
BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,38.77176047,-75.14326767
JACKSON - MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,35.63673266,-88.83178969
SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,ONE SISKIN PLAZA,CHATTANOOGA,TN,35.05036361,-85.29159691
ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,BILLINGS,MT,45.74313397,-108.6046346
ST. FRANCIS HOSPITAL,701 N CLAYTON ST,WILMINGTON,DE,39.74986894,-75.56687351
PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,35.59232333,-87.86375527
COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,36.16932679,-85.50876258
WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,616 WEST FORREST AVENUE,JACKSON,TN,35.63487668,-88.82842037
KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,37.72429664,-97.14730746
ADVANTHEALTH OTTAWA RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,38.59634996,-95.26761714
LOGAN COUNTY HOSPITAL,211 CHERRY AVENUE,OAKLEY,KS,39.12710091,-100.8629543
NESS COUNTY HOSPITAL,312 CUSTER STREET,NESS CITY,KS,38.45825339,-99.90164077
ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,37.96986655,-100.8683878
SUMMIT SURGICAL LLC,1818 EAST 23RD AVENUE,HUTCHINSON,KS,38.08021601,-97.88850527
CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,21.38097936,-157.7578005
PROFESSIONAL HOSP INC - MANATI,PR-2 KM 49.5 INTERSECCION 685,MANATI,PR,18.42993074,-66.4938181
HOSP SAN ANTONIO INC,CALLE POST 18 NORTE,MAYAGUEZ,PR,18.20324168,-67.14102334
F. W. HUSTON MEDICAL CENTER,408 DELAWARE ST,WINCHESTER,KS,39.32589198,-95.27016568
GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,KS,39.06757357,-100.2407159
STAFFORD COUNTY HOSPITAL,502 S BUCKEYE,STAFFORD,KS,37.95668332,-98.59544381
THE KANSAS REHABILITATION HOSPITAL,1504 SW 8TH AVENUE,TOPEKA,KS,39.05486809,-95.69476647
WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,37.24516807,-96.98210155
SUMNER COMMUNITY HOSPITAL,1323 NORTH A ST,WELLINGTON,KS,37.27864521,-97.39297897
HOSP METROPOLITANO DE SAN GERMAN,CALLE JAVILLA AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,18.08263306,-67.0400489
HOSP INDUSTRIAL C.F.S.E.,PUERTO RICO MEDICAL CENTER,MONACILLO URBANO,PR,18.3945986,-66.07313195
HOSP PAVIA SANTURCE,1462 ASIA STREET,SANTURCE,PR,18.44465487,-66.06956059
CPC HOSP SAN JUAN CAPESTRANO,CARR PR-877 KM 1.6 CAMINO LAS LOMAS,SAN JUAN,PR,18.38458886,-66.02236135
HOSP MUNICIPAL DE SAN JUAN DR RAFAEL LOPEZ NUSSA,CENTRO MEDICO,MONACILLO URBANO,PR,18.39503548,-66.07465243
CENTRO DE SALUD COMUNAL DE CULEBRA,C/WILLIAM FONT FINAL,CULEBRA PUEBLO,PR,18.30325462,-65.30236436
NORTON HEALTHCARE PAVILION,315 EAST BROADWAY,LOUISVILLE,KY,38.24600518,-85.74871854
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,17.733195,-64.751478
COMMONWEALTH HEALTH CENTER,"NAVY HILL ROAD, PO BOX 409CK",GARAPAN,MP,15.21163444,145.7244724
